"Record_Index";"Message_ID";"IMEI";"Date_F";"Time_F";"Project_Version";"ID_Number";"Panel1_bv";"Panel2_bv";"Bridge1_dcv";"Bridge2_dcv";"Bridge1_dcc";"Bridge2_dcc";"Panel_dc1kw";"Panel2_dc1kw";"Status";"Panel_dctotalkw";"R_vol";"Y_vol";"B_vol";"R_curr";"Y_curr";"B_curr";"Frequency";"Phase1_kw";"Phase1_kvar";"Phase1_kva";"Phase2_kw";"Phase2_kvar";"Phase2_kva";"Phase3_kw";"Phase3_kvar";"Phase3_kva";"Bridge11_temp";"Bridge12_temp";"Bridge13_temp";"Bridge21_temp";"Bridge22_temp";"Bridge23_temp";"Cabinet1_temp";"Cabinet2_temp";"Cabinet3_temp";"Inductive1_temp";"Inductive2_temp";"Ambient_temp";"CCU_temp";"Coolingin_temp";"Coolingout_temp";"Active1_energy";"Active2_energy";"Activetotal_energy";"DC1_energy";"DC2_energy";"DCtotal_energy";"Reactive1_energy";"Reactive2_energy";"Reactivetotal_energy";"Capacitive1_energy";"Capacitive2_energy";"Capacitivetotal_energy";"SCB1";"SCB2";"SCB3";"SCB4";"SCB5";"SCB6";"SCB7";"SCB8";"SCB9";"SCB10";"Dummy9";"Dummy10";"Dummy11";"Dummy12";"Dummy13";"Dummy14";"Dummy15";"Dummy16";"Dummy17";"Dummy18";"Dummy19";"Dummy20";"Dummy21";"Dummy22";"Dummy23";"Date_S";"Time_S"
238;"WTWMD";862265073105518;"2026-05-21";"18:34:19";"WTS";"S00001";10.4;1286.1;5.2;"2026-05-21";"18:34:12";838.4;10.8;711.5;"RUN";492.0;492.0;457.0;695.0;694.0;671.0;67.0;99.99;205.4;0.1;50.2;663.9;13.1;233.4;1237.6;857.5;23.6;210.4;5163.0;750.5;14.8;303.8;1687.5;1005.9;25.3;270.3;6204.3;68.9;74.9;63.0;71.9;46.0;34;56;71;71;45;100;0;51;54;48;0;0;0;0;0;0;70;70;40;47;52;34;"56.0";"100.0";"112.0";"0.0";"79.9";"81462";"81423";"81174";"81139";"81053";"80522";"0";"67696";"79390";"67696";"2026-05-21";"06:09:18"
239;"WTWMD";862265073105518;"2026-05-21";"18:34:49";"WTS";"S00001";10.3;1321.6;7.0;"2026-05-21";"18:34:42";817.6;14.2;711.5;"RUN";492.0;492.0;457.0;695.0;694.0;671.0;67.0;99.99;201.3;0.9;50.2;670.2;13.1;233.4;1237.6;857.5;23.6;210.4;5163.0;757.3;14.8;303.8;1687.5;1005.9;25.3;270.3;6204.3;68.0;74.0;63.0;71.0;46.0;35;56;71;70;45;98;0;51;54;48;0;0;0;0;0;0;70;70;40;47;52;35;"56.0";"97.0";"97.0";"0.0";"79.9";"81462";"81423";"81174";"81139";"81053";"80522";"0";"67696";"79390";"67696";"2026-05-21";"06:09:40"
240;"WTWMD";862265073105518;"2026-05-21";"18:35:19";"WTS";"S00001";10.3;1305.3;8.1;"2026-05-21";"18:35:12";1176.7;0.0;713.6;"RUN";492.0;492.0;457.0;695.0;694.0;671.0;67.0;99.99;216.2;0.5;50.3;677.4;13.1;233.4;1237.6;857.5;23.6;210.4;5163.0;774.2;14.8;303.8;1687.5;1005.9;25.3;270.3;6204.3;68.0;74.0;63.0;71.0;46.0;34;56;71;70;45;102;0;51;54;48;0;0;0;0;0;0;70;70;40;47;52;34;"56.0";"97.0";"87.0";"0.0";"79.9";"81462";"81423";"81174";"81139";"81053";"80522";"0";"67696";"79390";"67696";"2026-05-21";"06:10:13"
241;"WTWMD";862265073105518;"2026-05-21";"18:35:49";"WTS";"S00001";12.1;1553.4;8.1;"2026-05-21";"18:35:42";1270.4;0.2;714.1;"RUN";492.0;492.0;457.0;695.0;694.0;671.0;67.0;99.99;210.4;0.6;50.0;687.6;13.1;233.4;1237.6;857.5;23.6;210.4;5163.0;790.2;14.8;303.8;1687.5;1005.9;25.3;270.3;6204.3;68.9;74.0;63.0;71.0;46.0;35;56;71;70;45;100;0;51;54;49;0;0;0;0;0;0;70;70;40;47;52;35;"56.0";"96.0";"86.0";"0.0";"79.9";"81462";"81423";"81174";"81139";"81053";"80522";"0";"67696";"79390";"67696";"2026-05-21";"06:12:29"
242;"WTWMD";862265073105518;"2026-05-21";"18:36:24";"WTS";"S00001";12.3;1586.1;9.7;"2026-05-21";"18:36:17";1387.6;0.4;716.7;"RUN";492.0;492.0;457.0;695.0;694.0;671.0;67.0;99.99;204.7;0.2;49.7;700.9;13.1;233.4;1237.6;857.5;23.6;210.4;5163.0;809.3;14.8;303.8;1687.5;1005.9;25.3;270.3;6204.3;68.0;75.9;63.0;71.0;46.0;34;56;71;70;45;103;0;51;54;49;0;0;0;0;0;0;70;70;40;47;52;34;"56.0";"97.0";"120.0";"0.0";"79.9";"81462";"81423";"81174";"81139";"81053";"80522";"0";"67696";"79390";"67696";"2026-05-21";"06:12:30"
243;"WTWMD";862265073105518;"2026-05-21";"18:36:58";"WTS";"S00001";13.4;1678.7;9.5;"2026-05-21";"18:36:51";1695.5;2.3;717.4;"RUN";492.0;492.0;457.0;695.0;694.0;671.0;67.0;99.99;206.8;0.4;49.4;716.8;13.1;233.4;1237.6;857.5;23.6;210.4;5163.0;829.2;14.8;303.8;1687.5;1005.9;25.3;270.3;6204.3;68.0;75.0;63.0;71.0;46.0;34;56;71;70;45;104;0;51;54;49;0;0;0;0;0;0;70;70;40;47;52;34;"56.0";"95.0";"89.0";"0.0";"79.9";"81462";"81423";"81174";"81139";"81053";"80522";"0";"67696";"79390";"67696";"2026-05-21";"06:12:30"
244;"WTWMD";862265073105518;"2026-05-21";"18:36:58";"WTS";"S00001";13.4;1678.7;9.5;"2026-05-21";"18:36:51";1695.5;2.3;717.4;"RUN";492.0;492.0;457.0;695.0;694.0;671.0;67.0;99.99;206.8;0.4;49.4;716.8;13.1;233.4;1237.6;857.5;23.6;210.4;5163.0;829.2;14.8;303.8;1687.5;1005.9;25.3;270.3;6204.3;68.0;75.0;63.0;71.0;46.0;34;56;71;70;45;104;0;51;54;49;0;0;0;0;0;0;70;70;40;47;52;34;"56.0";"95.0";"89.0";"0.0";"79.9";"81462";"81423";"81174";"81139";"81053";"80522";"0";"67696";"79390";"67696";"2026-05-21";"06:12:43"
245;"WTWMD";862265073105518;"2026-05-21";"18:37:32";"WTS";"S00001";13.5;1681.6;10.6;"2026-05-21";"18:37:25";1579.7;20.4;715.2;"RUN";492.0;492.0;457.0;695.0;694.0;671.0;67.0;99.99;213.4;0.4;49.7;734.3;13.1;233.4;1237.6;857.5;23.6;210.4;5163.0;849.0;14.8;303.8;1687.5;1005.9;25.3;270.3;6204.3;68.9;75.0;63.0;71.0;46.0;34;56;71;70;45;106;0;51;55;50;0;0;0;0;0;0;70;70;40;47;52;34;"56.0";"96.0";"113.0";"0.0";"79.9";"81462";"81423";"81174";"81139";"81053";"80522";"0";"67696";"79390";"67696";"2026-05-21";"06:12:47"
246;"WTWMD";862265073105518;"2026-05-21";"18:38:19";"WTS";"S00001";13.1;1680.3;8.8;"2026-05-21";"18:38:12";1471.6;4.6;714.2;"RUN";493.0;493.0;457.0;695.0;694.0;671.0;67.0;99.99;205.7;0.4;49.6;757.4;13.1;233.4;1237.6;857.5;23.6;210.4;5163.0;875.8;14.8;303.8;1687.5;1005.9;25.3;270.3;6204.3;69.0;76.9;63.0;71.0;46.0;34;56;71;70;45;103;0;51;56;51;0;0;0;0;0;0;70;70;40;47;52;34;"56.0";"101.0";"120.0";"0.0";"79.9";"81462";"81423";"81174";"81140";"81053";"80522";"0";"67696";"79390";"67696";"2026-05-21";"06:16:40"
247;"WTWMD";862265073105518;"2026-05-21";"18:38:19";"WTS";"S00001";13.1;1680.3;8.8;"2026-05-21";"18:38:12";1471.6;4.6;714.2;"RUN";493.0;493.0;457.0;695.0;694.0;671.0;67.0;99.99;205.7;0.4;49.6;757.4;13.1;233.4;1237.6;857.5;23.6;210.4;5163.0;875.8;14.8;303.8;1687.5;1005.9;25.3;270.3;6204.3;69.0;76.9;63.0;71.0;46.0;34;56;71;70;45;103;0;51;56;51;0;0;0;0;0;0;70;70;40;47;52;34;"56.0";"101.0";"120.0";"0.0";"79.9";"81462";"81423";"81174";"81140";"81053";"80522";"0";"67696";"79390";"67696";"2026-05-21";"06:16:53"
248;"WTWMD";862265073105518;"2026-05-21";"18:38:53";"WTS";"S00001";13.5;1678.1;9.9;"2026-05-21";"18:38:47";1528.8;7.3;714.8;"RUN";493.0;493.0;457.0;695.0;694.0;671.0;67.0;99.99;200.2;0.7;49.7;773.5;13.1;233.4;1237.6;857.5;23.6;210.4;5163.0;895.3;14.8;303.8;1687.5;1005.9;25.3;270.3;6204.3;69.9;76.9;63.0;71.0;46.0;34;56;71;70;45;99;0;51;56;51;0;0;0;0;0;0;70;70;40;47;52;34;"57.0";"101.0";"93.0";"0.0";"79.9";"81462";"81423";"81174";"81140";"81053";"80522";"0";"67696";"79390";"67696";"2026-05-21";"06:17:16"
249;"WTWMD";862265073105518;"2026-05-21";"18:38:59";"WTS";"S00001";13.2;1681.7;6.9;"2026-05-21";"18:39:30";1323.7;51.8;714.1;"RUN";99999.9;999.99;457.0;695.0;694.0;671.0;67.0;99.99;208.6;0.2;49.8;792.7;13.1;233.4;1237.6;857.5;23.6;210.4;5163.0;915.4;14.8;303.8;1687.5;1005.9;25.3;270.3;6204.3;69.0;76.0;63.0;71.0;46.0;34;56;72;71;45;97;0;51;56;51;0;0;0;0;0;0;70;70;40;47;52;34;"56.0";"103.0";"88.0";"0.0";"79.9";"81462";"81423";"81174";"81140";"81053";"80522";"0";"67696";"79390";"67696";"2026-05-21";"06:17:16"
250;"WTWMD";862265073105518;"2026-05-21";"18:41:34";"WTS";"S00001";13.0;1678.8;9.3;"2026-05-21";"18:41:28";1285.3;0.1;712.0;"RUN";493.0;493.0;457.0;695.0;694.0;671.0;67.0;99.99;210.4;0.3;49.3;848.9;13.1;233.4;1237.6;857.5;23.6;210.4;5163.0;973.4;14.8;303.8;1687.5;1005.9;25.3;270.3;6204.3;69.9;76.0;64.9;71.0;46.0;34;57;72;70;45;108;0;51;57;52;0;0;0;0;0;0;70;70;40;47;52;34;"57.0";"100.0";"117.0";"0.0";"79.9";"81462";"81423";"81174";"81140";"81053";"80522";"0";"67696";"79390";"67696";"2026-05-21";"06:17:17"
251;"WTWMD";862265073105518;"2026-05-21";"18:42:22";"WTS";"S00001";12.5;1615.0;8.7;"2026-05-21";"18:42:15";1333.2;39.0;712.4;"RUN";493.0;493.0;457.0;695.0;694.0;671.0;67.0;99.99;203.3;0.2;49.5;866.7;13.2;233.6;1237.8;857.5;23.6;210.4;5163.0;990.7;15.8;304.1;1687.8;1005.9;25.3;270.3;6204.3;69.9;76.0;64.0;71.0;46.0;34;57;72;71;45;98;0;51;56;51;0;0;0;0;0;0;70;70;40;47;52;34;"57.0";"104.0";"110.0";"0.0";"79.9";"81462";"81423";"81175";"81140";"81053";"80522";"0";"67696";"79390";"67696";"2026-05-21";"06:17:18"
252;"WTWMD";862265073105518;"2026-05-21";"18:42:49";"WTS";"S00001";12.9;1643.5;8.2;"2026-05-21";"18:42:42";1298.2;2.8;712.3;"RUN";493.0;493.0;457.0;695.0;694.0;671.0;67.0;99.99;207.2;0.4;49.4;877.8;13.2;233.6;1237.8;857.5;23.6;210.4;5163.0;1003.4;15.8;304.1;1687.8;1005.9;25.3;270.3;6204.3;69.0;76.0;64.0;71.0;46.0;34;57;72;71;45;106;0;51;56;51;0;0;0;0;0;0;70;70;40;47;52;34;"57.0";"102.0";"94.0";"0.0";"79.9";"81462";"81423";"81175";"81140";"81053";"80522";"0";"67696";"79390";"67696";"2026-05-21";"06:17:47"
253;"WTWMD";862265073105518;"2026-05-21";"18:43:19";"WTS";"S00001";12.4;1610.7;7.6;"2026-05-21";"18:43:12";1094.7;64.4;710.6;"RUN";493.0;493.0;457.0;695.0;694.0;671.0;67.0;99.99;214.5;0.1;49.3;889.9;13.2;233.6;1237.8;857.5;23.6;210.4;5163.0;1012.1;15.8;304.1;1687.8;1005.9;25.3;270.3;6204.3;69.0;76.0;64.0;72.0;46.0;34;57;72;72;45;107;0;51;56;51;0;0;0;0;0;0;70;70;40;47;52;34;"57.0";"101.0";"106.0";"0.0";"79.9";"81463";"81423";"81175";"81140";"81053";"80522";"0";"67696";"79390";"67696";"2026-05-21";"06:18:10"
254;"WTWMD";862265073105518;"2026-05-21";"18:43:19";"WTS";"S00001";12.4;1610.7;7.6;"2026-05-21";"18:43:12";1094.7;64.4;710.6;"RUN";493.0;493.0;457.0;695.0;694.0;671.0;67.0;99.99;214.5;0.1;49.3;889.9;13.2;233.6;1237.8;857.5;23.6;210.4;5163.0;1012.1;15.8;304.1;1687.8;1005.9;25.3;270.3;6204.3;69.0;76.0;64.0;72.0;46.0;34;57;72;72;45;107;0;51;56;51;0;0;0;0;0;0;70;70;40;47;52;34;"57.0";"101.0";"106.0";"0.0";"79.9";"81463";"81423";"81175";"81140";"81053";"80522";"0";"67696";"79390";"67696";"2026-05-21";"06:18:48"
255;"WTWMD";862265073105518;"2026-05-21";"18:44:19";"WTS";"S00001";0.0;0.0;9.8;"2026-05-21";"18:44:12";1610.8;12.5;715.0;"RUN";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;204.7;0.2;49.7;909.6;13.2;233.6;1237.8;857.5;23.6;210.4;5163.0;1032.4;15.8;304.1;1687.8;1005.9;25.3;270.3;6204.3;69.9;76.0;64.0;72.0;46.1;34;57;73;71;45;97;0;51;55;50;0;0;0;0;0;0;70;70;40;47;52;34;"57.0";"106.0";"109.0";"0.0";"79.9";"81463";"81423";"81175";"81140";"81054";"80523";"0";"67696";"79390";"67696";"2026-05-21";"06:19:10"
256;"WTWMD";862265073105518;"2026-05-21";"18:44:49";"WTS";"S00001";13.4;1679.6;6.3;"2026-05-21";"18:44:42";1308.9;39.5;713.3;"RUN";493.0;493.0;457.0;695.0;694.0;671.0;67.0;99.99;200.8;0.1;50.0;922.4;13.2;233.6;1237.8;857.5;23.6;210.4;5163.0;1043.5;15.8;304.1;1687.8;1005.9;25.3;270.3;6204.3;69.0;76.0;64.0;72.0;46.0;34;57;72;71;45;100;0;51;55;50;0;0;0;0;0;0;70;70;40;47;52;34;"57.0";"103.0";"120.0";"0.0";"79.9";"81463";"81423";"81175";"81140";"81054";"80523";"0";"67696";"79390";"67696";"2026-05-21";"06:19:40"
257;"WTWMD";862265073105518;"2026-05-21";"18:45:19";"WTS";"S00001";12.6;1611.7;8.8;"2026-05-21";"18:45:12";1137.3;38.5;710.2;"RUN";493.0;493.0;457.0;695.0;694.0;671.0;67.0;99.99;215.4;0.1;50.3;934.0;13.2;233.6;1237.8;857.5;23.6;210.4;5163.0;1051.3;15.8;304.1;1687.8;1005.9;25.3;270.3;6204.3;69.0;76.9;64.0;72.9;46.0;34;57;72;71;45;99;0;51;55;50;0;0;0;0;0;0;70;70;40;47;52;34;"57.0";"105.0";"99.0";"0.0";"79.9";"81463";"81423";"81175";"81140";"81054";"80523";"0";"67696";"79390";"67696";"2026-05-21";"06:20:13"
258;"WTWMD";862265073105518;"2026-05-21";"18:46:49";"WTS";"S00001";13.1;1679.8;8.0;"2026-05-21";"18:46:42";1432.3;6.5;714.1;"RUN";493.0;493.0;457.0;695.0;694.0;671.0;67.0;99.99;215.8;0.1;50.4;972.1;13.2;233.6;1237.8;857.5;23.6;210.4;5163.0;1094.4;15.8;304.1;1687.8;1005.9;25.3;270.3;6204.3;70.0;76.0;64.9;72.0;46.0;34;57;72;71;45;102;0;51;55;51;0;0;0;0;0;0;71;71;40;47;52;34;"57.0";"102.0";"95.0";"0.0";"79.9";"81463";"81423";"81175";"81140";"81054";"80523";"0";"67696";"79390";"67696";"2026-05-21";"06:22:58"
259;"WTWMD";862265073105518;"2026-05-21";"18:47:23";"WTS";"S00001";13.1;1678.4;7.7;"2026-05-21";"18:47:17";1303.5;36.6;713.5;"RUN";493.0;493.0;457.0;695.0;694.0;671.0;67.0;99.99;209.9;0.4;50.4;987.4;13.2;233.6;1237.8;857.5;23.6;210.4;5163.0;1108.6;15.8;304.1;1687.8;1005.9;25.3;270.3;6204.3;70.9;77.0;64.0;72.0;46.0;34;57;72;72;45;106;0;51;56;51;0;0;0;0;0;0;71;71;40;47;52;34;"57.0";"100.0";"99.0";"0.0";"79.9";"81463";"81423";"81175";"81140";"81054";"80523";"0";"67696";"79390";"67696";"2026-05-21";"06:22:58"
260;"WTWMD";862265073105518;"2026-05-21";"18:48:01";"WTS";"S00001";12.6;1616.3;7.2;"2026-05-21";"18:47:54";1239.1;17.7;711.7;"RUN";493.0;493.0;457.0;695.0;694.0;671.0;67.0;99.99;204.4;0.7;50.5;1002.2;13.2;233.6;1237.8;857.5;23.6;210.4;5163.0;1121.6;15.8;304.1;1687.8;1005.9;25.3;270.3;6204.3;70.9;77.0;64.0;72.0;46.0;34;57;73;72;45;107;0;51;56;51;0;0;0;0;0;0;71;71;40;47;52;34;"57.0";"101.0";"93.0";"0.0";"79.9";"81463";"81423";"81175";"81140";"81054";"80523";"0";"67696";"79390";"67696";"2026-05-21";"06:22:59"
261;"WTWMD";862265073105518;"2026-05-21";"18:48:49";"WTS";"S00001";12.2;1560.2;7.1;"2026-05-21";"18:48:42";1146.3;60.8;711.8;"RUN";493.0;493.0;457.0;695.0;694.0;671.0;67.0;99.99;218.4;0.1;50.3;1018.7;13.2;233.6;1237.8;857.5;23.6;210.4;5163.0;1137.3;15.8;304.1;1687.8;1005.9;25.3;270.3;6204.3;70.9;76.0;65.0;72.0;46.0;34;57;73;71;45;100;0;51;55;50;0;0;0;0;0;0;71;71;40;47;52;34;"57.0";"104.0";"117.0";"0.0";"79.9";"81463";"81423";"81175";"81140";"81054";"80523";"0";"67696";"79390";"67696";"2026-05-21";"06:23:43"
262;"WTWMD";862265073105518;"2026-05-21";"18:49:49";"WTS";"S00001";11.3;1429.3;6.5;"2026-05-21";"18:49:42";967.6;6.3;708.2;"RUN";493.0;493.0;457.0;695.0;694.0;671.0;67.0;99.99;207.7;0.1;50.1;1036.5;13.2;233.6;1237.8;857.5;23.6;210.4;5163.0;1153.6;15.8;304.1;1687.8;1005.9;25.3;270.3;6204.3;70.0;76.0;65.0;72.0;46.0;35;57;72;71;44;100;0;51;55;49;0;0;0;0;0;0;71;71;40;47;52;35;"57.0";"106.0";"100.0";"0.0";"79.9";"81463";"81423";"81175";"81140";"81054";"80523";"0";"67696";"79390";"67696";"2026-05-21";"06:24:54"
263;"WTWMD";862265073105518;"2026-05-21";"18:50:23";"WTS";"S00001";10.9;1410.4;5.1;"2026-05-21";"18:50:16";957.7;12.9;707.7;"RUN";493.0;493.0;457.0;695.0;694.0;671.0;67.0;99.99;202.8;0.1;50.1;1045.7;13.2;233.6;1237.8;857.5;23.6;210.4;5163.0;1163.0;15.8;304.1;1687.8;1005.9;25.3;270.3;6204.3;70.0;76.0;65.9;72.9;46.0;34;57;72;72;44;106;0;51;54;49;0;0;0;0;0;0;70;70;40;47;52;34;"57.0";"100.0";"104.0";"0.0";"79.9";"81463";"81423";"81175";"81140";"81054";"80523";"0";"67696";"79390";"67696";"2026-05-21";"06:25:17"
264;"WTWMD";862265073105518;"2026-05-21";"18:50:49";"WTS";"S00001";11.0;1404.6;7.3;"2026-05-21";"18:50:42";1158.8;11.0;708.3;"RUN";493.0;493.0;457.0;695.0;694.0;671.0;67.0;99.99;218.0;0.3;49.8;1053.2;13.2;233.6;1237.8;857.5;23.6;210.4;5163.0;1174.5;15.8;304.1;1687.8;1005.9;25.3;270.3;6204.3;70.0;76.0;65.9;72.9;46.0;35;57;72;71;44;107;0;51;54;49;0;0;0;0;0;0;70;70;40;47;52;35;"56.0";"99.0";"93.0";"0.0";"79.9";"81463";"81423";"81175";"81140";"81054";"80523";"0";"67696";"79390";"67696";"2026-05-21";"06:25:48"
265;"WTWMD";862265073105518;"2026-05-21";"18:51:19";"WTS";"S00001";12.0;1531.1;8.1;"2026-05-21";"18:51:12";1445.3;2.7;711.3;"RUN";493.0;493.0;457.0;695.0;694.0;671.0;67.0;99.99;212.8;0.2;49.6;1063.8;13.2;233.6;1237.8;857.5;23.6;210.4;5163.0;1189.1;15.8;304.1;1687.8;1005.9;25.3;270.3;6204.3;70.0;76.0;65.9;72.0;46.0;35;57;72;72;44;108;0;51;54;49;0;0;0;0;0;0;70;70;40;47;52;35;"56.0";"99.0";"112.0";"0.0";"79.9";"81463";"81423";"81175";"81140";"81054";"80523";"0";"67696";"79390";"67696";"2026-05-21";"06:26:10"
266;"WTWMD";862265073105518;"2026-05-21";"18:51:54";"WTS";"S00001";13.6;1681.2;9.7;"2026-05-21";"18:51:47";1361.9;5.0;709.8;"RUN";493.0;493.0;457.0;695.0;694.0;671.0;67.0;99.99;207.4;0.1;49.9;1078.8;13.2;233.6;1237.8;857.5;23.6;210.4;5163.0;1206.2;15.8;304.1;1687.8;1005.9;25.3;270.3;6204.3;70.0;76.0;65.0;72.0;46.0;34;57;72;71;44;108;0;51;54;49;0;0;0;0;0;0;70;70;40;47;52;34;"57.0";"100.0";"122.0";"0.0";"79.9";"81463";"81423";"81175";"81140";"81054";"80523";"0";"67696";"79390";"67696";"2026-05-21";"06:26:49"
267;"WTWMD";862265073105518;"2026-05-21";"18:52:19";"WTS";"S00001";12.8;1647.1;8.2;"2026-05-21";"18:52:12";1222.6;6.3;709.5;"RUN";493.0;493.0;457.0;695.0;694.0;671.0;67.0;99.99;203.9;0.1;49.7;1089.4;13.5;233.8;1238.1;857.5;23.6;210.4;5163.0;1214.6;15.3;304.3;1688.0;1005.9;25.3;270.3;6204.3;70.9;77.0;65.0;72.0;46.0;35;57;72;71;44;107;0;51;54;49;0;0;0;0;0;0;70;70;40;47;52;35;"57.0";"100.0";"99.0";"0.0";"79.9";"81463";"81423";"81175";"81140";"81054";"80523";"0";"67696";"79390";"67696";"2026-05-21";"06:27:24"
268;"WTWMD";862265073105518;"2026-05-21";"18:52:52";"WTS";"S00001";12.2;1564.4;8.3;"2026-05-21";"18:52:46";1195.4;13.4;710.1;"RUN";493.0;493.0;457.0;695.0;694.0;671.0;68.0;99.99;219.7;0.1;49.5;1101.2;13.5;233.8;1238.1;857.5;23.6;210.4;5163.0;1230.0;15.3;304.3;1688.0;1005.9;25.3;270.3;6204.3;70.0;77.0;65.0;72.0;46.0;35;57;72;71;44;100;0;51;54;49;0;0;0;0;0;0;70;70;40;47;52;35;"57.0";"105.0";"105.0";"0.0";"79.9";"81463";"81423";"81175";"81140";"81054";"80523";"0";"67696";"79390";"67696";"2026-05-21";"06:27:47"
269;"WTWMD";862265073105518;"2026-05-21";"18:53:19";"WTS";"S00001";12.5;1556.6;7.6;"2026-05-21";"18:53:12";1242.2;0.3;709.9;"RUN";493.0;493.0;457.0;695.0;694.0;671.0;68.0;99.99;214.4;0.7;49.6;1110.8;13.5;233.8;1238.1;857.5;23.6;210.4;5163.0;1243.8;15.3;304.3;1688.0;1005.9;25.3;270.3;6204.3;70.0;76.0;65.0;72.0;46.0;34;57;72;71;44;108;0;51;54;49;0;0;0;0;0;0;70;70;40;47;52;34;"57.0";"101.0";"120.0";"0.0";"79.9";"81463";"81423";"81175";"81140";"81054";"80523";"0";"67696";"79390";"67696";"2026-05-21";"06:28:18"
270;"WTWMD";862265073105518;"2026-05-21";"18:53:49";"WTS";"S00001";12.3;1580.6;7.9;"2026-05-21";"18:53:42";1239.7;29.4;709.6;"RUN";493.0;493.0;457.0;695.0;694.0;671.0;68.0;99.99;209.1;0.2;49.6;1122.6;13.5;233.8;1238.1;857.5;23.6;210.4;5163.0;1255.7;15.3;304.3;1688.0;1005.9;25.3;270.3;6204.3;70.0;77.0;65.0;73.0;46.0;34;57;73;71;44;105;0;51;54;49;0;0;0;0;0;0;70;70;40;47;52;34;"57.0";"101.0";"92.0";"0.0";"79.9";"81463";"81423";"81175";"81140";"81054";"80523";"0";"67696";"79390";"67696";"2026-05-21";"06:28:40"
271;"WTWMD";862265073105518;"2026-05-21";"18:54:19";"WTS";"S00001";12.2;1558.5;8.6;"2026-05-21";"18:54:12";988.5;29.6;707.6;"RUN";493.0;493.0;457.0;695.0;694.0;671.0;68.0;99.99;204.5;0.5;49.5;1131.9;13.5;233.8;1238.1;857.5;23.6;210.4;5163.0;1268.8;15.3;304.3;1688.0;1005.9;25.3;270.3;6204.3;70.0;76.0;65.0;73.0;46.0;34;57;73;71;44;103;0;51;54;49;0;0;0;0;0;0;70;70;40;47;52;34;"57.0";"105.0";"92.0";"0.0";"79.9";"81463";"81423";"81175";"81140";"81054";"80523";"0";"67696";"79390";"67696";"2026-05-21";"06:29:13"
272;"WTWMD";862265073105518;"2026-05-21";"18:55:19";"WTS";"S00001";12.4;1608.5;6.2;"2026-05-21";"18:55:12";1239.7;42.1;710.8;"RUN";493.0;493.0;457.0;695.0;694.0;671.0;68.0;99.99;215.7;0.2;49.1;1152.4;13.5;233.8;1238.1;857.5;23.6;210.4;5163.0;1293.0;15.3;304.3;1688.0;1005.9;25.3;270.3;6204.3;70.0;76.0;65.9;73.0;46.0;34;57;72;71;44;106;0;51;54;49;0;0;0;0;0;0;71;71;40;47;52;34;"56.0";"100.0";"94.0";"0.0";"79.9";"81463";"81423";"81175";"81140";"81054";"80523";"0";"67696";"79390";"67696";"2026-05-21";"06:30:24"
273;"WTWMD";862265073105518;"2026-05-21";"18:55:52";"WTS";"S00001";12.4;1593.3;8.0;"2026-05-21";"18:55:46";1346.5;2.6;712.1;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;210.9;0.1;49.2;1166.1;13.5;233.8;1238.1;857.5;23.6;210.4;5163.0;1311.9;15.3;304.3;1688.0;1005.9;25.3;270.3;6204.3;70.0;77.0;65.0;73.9;46.0;35;57;72;71;44;109;0;51;54;49;0;0;0;0;0;0;70;70;40;47;52;35;"56.0";"100.0";"102.0";"0.0";"79.9";"81463";"81423";"81175";"81140";"81054";"80523";"0";"67696";"79390";"67696";"2026-05-21";"06:30:47"
274;"WTWMD";862265073105518;"2026-05-21";"18:56:19";"WTS";"S00001";12.8;1640.9;9.9;"2026-05-21";"18:56:12";1505.8;17.1;710.8;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;206.2;0.2;49.2;1177.7;13.5;233.8;1238.1;857.5;23.6;210.4;5163.0;1326.9;15.3;304.3;1688.0;1005.9;25.3;270.3;6204.3;70.0;77.0;65.0;73.9;46.0;34;57;72;72;44;99;0;51;54;49;0;0;0;0;0;0;70;70;40;47;52;34;"57.0";"105.0";"113.0";"0.0";"79.9";"81463";"81423";"81175";"81140";"81054";"80523";"0";"67696";"79390";"67696";"2026-05-21";"06:31:18"
275;"WTWMD";862265073105518;"2026-05-21";"18:56:49";"WTS";"S00001";13.4;1678.4;8.7;"2026-05-21";"18:56:42";1440.6;20.8;710.2;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;202.1;0.1;49.6;1191.5;13.5;233.8;1238.1;857.5;23.6;210.4;5163.0;1343.7;15.3;304.3;1688.0;1005.9;25.3;270.3;6204.3;70.0;77.0;65.0;73.9;46.0;34;57;72;71;44;100;0;51;55;50;0;0;0;0;0;0;70;70;40;47;52;34;"57.0";"108.0";"96.0";"0.0";"79.9";"81463";"81423";"81175";"81140";"81054";"80523";"0";"67696";"79390";"67696";"2026-05-21";"06:31:40"
